state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county
nh,circle,5,3-5 seconds,43.6852778,-71.1172222,10,22,19:30,2013,ossipee,carroll county
ut,chevron,10,10 seconds,41.7355556,-111.8336111,10,22,20:00,2013,logan,cache county
tn,sphere,12,12 seconds,36.0152778,-83.415,10,22,20:15,2013,dandridge,jefferson county
id,light,1800,30 minutes,44.2511111,-116.96833329999998,10,22,20:22,2013,weiser,washington county
ut,unknown,7,7 seconds,37.6775000,-113.0611111,10,22,20:55,2013,cedar city,iron county
ca,unknown,60,<1 minute,38.8966667,-121.07583329999999,10,22,21:00,2013,auburn,placer county
wa,oval,240,3-4 minutes,47.8411111,-120.01527779999999,10,22,21:00,2013,chelan,chelan county
ca,formation,2100,35 minutes,37.9736111,-122.53,10,22,21:39,2013,san rafael,marin county
tx,sphere,180,3 minutes,32.7355556,-97.1077778,10,22,21:51,2013,arlington,tarrant county
hi,oval,480,8 minutes,21.4180556,-157.8036111,10,22,22:15,2013,kaneohe,honolulu county
pa,oval,300,5 minutes,40.4211111,-79.7883333,10,22,22:30,2013,monroeville,allegheny county
wa,circle,600,10 minutes,47.6541667,-118.1488889,10,22,23:30,2013,davenport,lincoln county
nj,triangle,90,90 seconds,40.3152778,-74.2466667,10,23,05:28,2013,marlboro,monmouth county
nh,triangle,300,5 minutes,42.8352778,-71.64944440000001,10,23,05:45,2013,milford,hillsborough county
pa,light,30,30 seconds,39.9522222,-75.1641667,10,23,07:10,2013,philadelphia,philadelphia county
ma,chevron,300,5 minutes,42.6986111,-71.1355556,10,23,07:15,2013,north andover,essex county
fl,sphere,8,00:08,27.0994444,-82.4544444,10,23,17:53,2013,venice,sarasota county
ak,light,180,2-3 minutes,61.2180556,-149.90027780000003,10,23,18:00,2013,anchorage,anchorage
il,other,12,12 seconds,41.6027778,-87.7438889,10,23,18:00,2013,oak forest,cook county
wa,light,3600,1 hour,48.7597222,-122.48694440000001,10,23,18:05,2013,bellingham,whatcom county
nh,fireball,240,3-4 minutes,43.0238889,-70.9141667,10,23,18:30,2013,stratham,rockingham county
co,other,5,5 seconds,38.8338889,-104.8208333,10,23,19:15,2013,colorado springs,el paso county
ok,disk,2.5,2.5 seconds,35.4975000,-97.26861109999999,10,23,19:28,2013,choctaw,oklahoma county
ok,disk,3,2-3 seconds,35.4975000,-97.26861109999999,10,23,19:28,2013,choctaw,oklahoma county
va,circle,2700,45 minutes,37.2438889,-77.4105556,10,23,19:30,2013,colonial heights,colonial heights city
ks,sphere,1800,30 minutes,38.7691667,-94.65611109999999,10,23,19:30,2013,stilwell,johnson county
ca,light,1200,20 minutes,41.5291667,-120.17222220000001,10,23,19:45,2013,cedarville,modoc county
ak,circle,900,15 minutes,61.2180556,-149.90027780000003,10,23,20:00,2013,anchorage,anchorage
wa,light,7200,2+ hours,46.3250000,-122.73527779999999,10,23,20:00,2013,toutle,cowlitz county
ma,triangle,60,1 minute,42.2833333,-71.35,10,23,20:45,2013,natick,middlesex county
wa,light,3600,1 hour,47.6447222,-122.6936111,10,23,20:58,2013,silverdale,kitsap county
or,light,1200,20 minutes,42.9730556,-120.7763889,10,23,21:00,2013,summer lake,lake county
wy,light,7,7 seconds,42.5522222,-106.71583329999999,10,23,21:15,2013,alcova,natrona county
az,formation,1200,15-20 minutes,34.7391667,-112.00916670000001,10,23,21:30,2013,cottonwood,yavapai county
nc,unknown,600,10 minutes,35.5463889,-77.0525,10,23,21:30,2013,washington,beaufort county
va,light,45,45 seconds,38.8047222,-77.04722220000001,10,23,22:10,2013,alexandria,alexandria city
tn,light,240,3-4 minutes,36.1961111,-86.6225,10,23,22:30,2013,hermitage,davidson county
az,other,180,2-3 minutes,33.5091667,-111.89833329999999,10,23,23:38,2013,scottsdale,maricopa county
ca,fireball,3600,1 hour,34.1477778,-118.1436111,10,24,04:45,2013,pasadena,los angeles county
nj,sphere,3,3 seconds,39.7733333,-75.0066667,10,24,07:00,2013,erial,camden county
md,diamond,20,20 seconds,39.2402778,-76.83972220000001,10,24,07:10,2013,columbia,howard county
va,circle,2,2 seconds,37.5536111,-77.46055559999999,10,24,07:19,2013,richmond,richmond city
nj,light,3,3 seconds,40.7966667,-74.4819444,10,24,07:30,2013,morristown,morris county
tx,circle,2,a few seconds,32.7833333,-96.8,10,24,09:30,2013,dallas,dallas county
va,cigar,300,5 minutes,38.6580556,-77.25,10,24,12:00,2013,woodbridge,prince william county
ga,circle,120,2 minutes,33.1730556,-84.915,10,24,13:55,2013,hogansville,troup county
wa,light,18000,>5 hours,48.7597222,-122.48694440000001,10,24,16:00,2013,bellingham,whatcom county
va,light,60,1 minute,38.3311111,-77.0513889,10,24,16:45,2013,dahlgren,king george county
md,fireball,5,3-5 seconds,39.0319444,-76.5030556,10,24,18:30,2013,arnold,anne arundel county
ca,light,3600,45-60 minutes,41.5291667,-120.17222220000001,10,24,19:15,2013,cedarville,modoc county
mo,triangle,60,1 minute,38.6272222,-90.1977778,10,24,19:30,2013,st. louis,st. louis city
tn,light,30,30 seconds,35.2305556,-89.74027779999999,10,24,19:40,2013,lakeland,shelby county
or,light,2700,45 minutes,43.8138889,-120.6022222,10,24,19:45,2013,brothers,deschutes county
md,light,60,1 minute,38.9569444,-76.55027779999999,10,24,19:45,2013,edgewater,anne arundel county
tx,circle,600,10 minutes,32.9125000,-96.63861109999999,10,24,20:00,2013,garland,dallas county
ny,triangle,3600,1 hour,40.7763889,-73.4677778,10,24,20:00,2013,plainview,nassau county
or,other,300,5 minutes,44.0522222,-123.08555559999999,10,24,20:15,2013,eugene,lane county
sd,light,15,10-15 seconds,43.7094444,-98.0294444,10,24,20:15,2013,mitchell,davison county
mo,triangle,120,minutes,38.8105556,-90.69972220000001,10,24,20:35,2013,o'fallon,st. charles county
pa,other,360,6 minutes,41.2458333,-75.8816667,10,24,20:50,2013,wilkes-barre,luzerne county
ok,oval,900,15 minutes,36.0525000,-95.7905556,10,24,21:00,2013,broken arrow,tulsa county
az,disk,20,10-20 seconds,33.3061111,-111.84055559999999,10,24,21:00,2013,chandler,maricopa county
ca,formation,9,9 seconds,34.8641667,-118.1625,10,24,21:00,2013,rosamond,kern county
pa,fireball,300,5 minutes,41.0036111,-80.3472222,10,24,21:38,2013,new castle,lawrence county
tx,cylinder,240,4 minutes,32.8138889,-96.9486111,10,24,22:30,2013,irving,dallas county
mn,light,900,15 minutes,45.8322222,-93.42611109999999,10,24,22:30,2013,ogilvie,kanabec county
ia,triangle,60,1 minutes,42.4927778,-92.3427778,10,24,22:40,2013,waterloo,black hawk county
tx,triangle,5,5 seconds,32.5630556,-97.14138890000001,10,24,22:45,2013,mansfield,tarrant county
oh,triangle,900,15 minutes,41.6638889,-83.5552778,10,24,23:00,2013,toledo,lucas county
ms,circle,10,10 seconds,32.2730556,-89.9858333,10,24,23:30,2013,brandon,rankin county
pa,light,120,2 minutes,40.8611111,-79.8955556,10,25,00:00,2013,butler,butler county
ca,circle,60,~1 minute,34.0736111,-118.39944440000001,10,25,02:15,2013,beverly hills,los angeles county
ut,sphere,180,3 minutes,40.7608333,-111.89027779999999,10,25,06:17,2013,salt lake city,salt lake county
co,unknown,2700,45+ minutes,40.7038889,-105.00805559999999,10,25,08:15,2013,wellington,larimer county
md,other,1800,30+ minutes,39.6066667,-75.83361109999998,10,25,10:00,2013,elkton,cecil county
wi,circle,120,2 minutes,43.0388889,-87.90638890000001,10,25,19:00,2013,milwaukee,milwaukee county
mi,oval,600,10 minutes,43.0630556,-83.8511111,10,25,19:30,2013,flushing,genesee county
md,formation,600,10 minutes,39.2902778,-76.6125,10,25,20:00,2013,baltimore,baltimore city
ia,triangle,10,8-10 seconds,41.6005556,-93.60888890000001,10,25,20:00,2013,des moines,polk county
il,unknown,2400,30-40 minutes,41.3572222,-88.42111109999999,10,25,20:00,2013,morris,grundy county
tx,fireball,180,3 minutes,29.7855556,-95.8241667,10,25,20:15,2013,katy,fort bend county
pa,disk,420,7 minutes,40.4405556,-79.9961111,10,25,20:15,2013,pittsburgh,allegheny county
md,circle,120,2 minutes,39.2672222,-76.79861109999999,10,25,20:27,2013,ellicott city,howard county
nc,light,900,10-15 minutes,35.4277778,-82.205,10,25,20:30,2013,lake lure,rutherford county
id,disk,27,.45 minutes,43.5408333,-116.5625,10,25,20:30,2013,nampa,canyon county
id,disk,900,15 minutes,43.6122222,-116.39055559999998,10,25,21:00,2013,meridian,ada county
fl,rectangle,60,~1 minute,27.3361111,-82.5308333,10,25,21:00,2013,sarasota,sarasota county
oh,fireball,600,10 minutes,39.6283333,-84.1594444,10,25,21:40,2013,centerville,montgomery county
ca,flash,120,2 minutes,33.9488889,-118.4447222,10,25,22:00,2013,playa del rey,los angeles county
ga,triangle,1800,30 minutes,33.8388889,-83.9008333,10,25,22:15,2013,loganville,walton county
ia,circle,420,7 minutes,41.6116667,-93.885,10,25,22:15,2013,waukee,dallas county
nj,cross,30,30 seconds,39.9266667,-74.0775,10,25,22:30,2013,seaside park,ocean county
oh,circle,600,10 minutes,39.1752778,-84.2944444,10,25,23:55,2013,milford,clermont county
ca,rectangle,15,15 second,34.0522222,-118.2427778,10,26,02:00,2013,los angeles,los angeles county
fl,light,30,30 seconds,30.3863889,-84.7980556,10,26,03:00,2013,hosford,liberty county
hi,flash,3600,1 hour,21.3069444,-157.8583333,10,26,05:00,2013,honolulu,honolulu county
ma,light,180,3 minutes,42.7261111,-71.1913889,10,26,06:20,2013,methuen,essex county
co,formation,240,4 minutes,39.9852778,-104.82,10,26,07:00,2013,brighton,adams county
co,triangle,150,2.5 minutes,40.1672222,-105.1013889,10,26,07:55,2013,longmont,boulder county
wa,rectangle,60,1 minute,47.6588889,-117.425,10,26,17:30,2013,spokane,spokane county
az,fireball,600,10 minute,33.5386111,-112.1852778,10,26,18:00,2013,glendale,maricopa county
ca,other,300,5 minute,34.1577778,-118.6375,10,26,18:50,2013,calabasas,los angeles county
ga,light,300,5 minutes,33.9608333,-83.3780556,10,26,19:00,2013,athens,clarke county
md,triangle,180,3 minutes,39.3141667,-77.6280556,10,26,19:00,2013,brunswick,frederick county
sc,fireball,180,2-3 minutes,34.1658333,-81.35,10,26,19:00,2013,chapin,lexington county
wi,light,600,10 minutes,42.5847222,-87.8211111,10,26,19:00,2013,kenosha,kenosha county
fl,circle,60,1 minute,28.0183333,-82.1130556,10,26,19:30,2013,plant city,hillsborough county
mo,light,180,3 minutes,38.2322222,-90.56277779999999,10,26,19:45,2013,hillsboro,jefferson county
wi,rectangle,300,5 minutes,42.8352778,-89.0675,10,26,19:55,2013,edgerton,rock county
tn,flash,180,3 minutes,36.3230556,-86.7133333,10,26,19:55,2013,goodlettsville,davidson county
mn,triangle,120,2 minutes,44.7791667,-93.3361111,10,26,20:15,2013,savage,scott county
ar,circle,30,30 seconds,36.4736111,-93.7672222,10,26,21:00,2013,beaver,carroll county
fl,fireball,120,2 minutes,26.5625000,-81.94972220000001,10,26,21:36,2013,cape coral,lee county
fl,fireball,600,10 minutes,30.4380556,-84.2808333,10,26,21:45,2013,tallahassee,leon county
fl,disk,15,15 seconds,26.6155556,-80.05722220000001,10,26,22:00,2013,lake worth,palm beach county
fl,formation,120,2 minutes,28.0338889,-82.6652778,10,26,22:08,2013,oldsmar,pinellas county
fl,triangle,600,5-10 minutes,25.7902778,-80.13027779999999,10,26,23:00,2013,miami beach,miami-dade county
ok,fireball,600,8-10 minutes,35.3841667,-97.7241667,10,26,23:00,2013,mustang,canadian county
tx,light,480,8 minutes,32.9125000,-96.63861109999999,10,27,00:50,2013,garland,dallas county
ma,formation,1320,22 minutes,41.6561111,-70.41666670000001,10,27,07:05,2013,marstons mills,barnstable county
mn,light,900,hours,46.8738889,-96.7672222,10,27,19:00,2013,moorhead,clay county
oh,diamond,120,2 minutes,41.4527778,-82.1825,10,27,19:30,2013,lorain,lorain county
mn,sphere,60,1 minute,44.9444444,-93.0930556,10,27,19:59,2013,st. paul,ramsey county
ar,flash,1500,25 minutes,36.0625000,-94.1572222,10,27,20:00,2013,fayetteville,washington county
oh,teardrop,90,1.5 minutes,39.1619444,-84.4569444,10,27,20:30,2013,cincinnati,hamilton county
nc,cross,1200,20 minutes,36.0997222,-80.2444444,10,27,20:30,2013,winston-salem,forsyth county
ky,triangle,60,30-60 seconds,37.9886111,-84.4777778,10,27,21:00,2013,lexington,fayette county
ca,light,240,4 minutes,34.1477778,-118.1436111,10,27,21:45,2013,pasadena,los angeles county
fl,fireball,420,07:00,26.7052778,-80.0366667,10,27,21:50,2013,west palm beach,palm beach county
pa,fireball,120,1-2 minutes,40.4405556,-79.9961111,10,27,22:15,2013,pittsburgh,allegheny county
ok,sphere,600,10 minutes,36.1155556,-97.0580556,10,28,00:06,2013,stillwater,payne county
ia,light,3600,1 hour,42.2675000,-94.73361109999999,10,28,04:00,2013,lake city,calhoun county
nc,disk,3,3 seconds,36.1752778,-80.1533333,10,28,10:38,2013,walkertown,forsyth county
wa,disk,1500,25 minutes,47.0530556,-122.29305559999999,10,28,18:30,2013,graham,pierce county
wa,flash,1,1 second,47.7988889,-122.49694440000002,10,28,20:17,2013,kingston,kitsap county
tx,circle,90,1.5 minutes,25.9013889,-97.49722220000001,10,28,20:20,2013,brownsville,cameron county
ma,diamond,600,10 minutes,42.3802778,-72.5236111,10,28,21:00,2013,amherst,hampshire county
ma,triangle,420,~5-7 minutes,42.0500000,-72.58333329999999,10,28,21:30,2013,longmeadow,hampden county
fl,unknown,300,5 minutes,26.0625000,-80.2333333,10,28,22:00,2013,davie,broward county
oh,triangle,120,2 minutes,40.3933333,-82.4858333,10,28,22:15,2013,mt. vernon,knox county
fl,circle,180,3 minutes,26.6583333,-80.2416667,10,28,22:30,2013,wellington,palm beach county
md,circle,5400,90 minutes,38.9713889,-76.4786111,10,29,00:30,2013,eastport,anne arundel county
fl,unknown,120,2 minutes,26.1219444,-80.14361109999999,10,29,07:28,2013,fort lauderdale,broward county
ca,circle,10800,3 hours,36.9741667,-122.02972220000001,10,29,18:00,2013,santa cruz,santa cruz county
va,oval,3600,1 hour,36.9786111,-76.42833329999999,10,29,19:00,2013,newport news,newport news city
ca,light,30,20-30 seconds,38.5816667,-121.49333329999999,10,29,19:15,2013,sacramento,sacramento county
mi,unknown,600,10 minutes,44.2444444,-86.3241667,10,29,20:00,2013,manistee,manistee county
me,other,600,10 minutes,44.7130556,-69.7911111,10,29,21:45,2013,norridgewock,somerset county
az,unknown,120,2 minutes,34.5636111,-111.85361110000001,10,29,22:00,2013,camp verde,yavapai county
ca,fireball,180,3 minutes,32.7152778,-117.1563889,10,30,03:20,2013,san diego,san diego county
id,diamond,5400,90 minutes,43.4666667,-112.03333329999998,10,30,05:00,2013,idaho falls,bonneville county
wa,light,6,6 seconds,46.1469444,-122.9072222,10,30,05:58,2013,kelso,cowlitz county
wa,light,10,10 seconds,46.2858333,-119.28333329999998,10,30,05:58,2013,richland,benton county
id,teardrop,20,20 seconds,48.2766667,-116.5522222,10,30,05:58,2013,sandpoint,bonner county
id,light,8,8 seconds,47.7180556,-116.95055559999999,10,30,06:05,2013,post falls,kootenai county
wa,light,20,20 seconds,46.0647222,-118.34194440000002,10,30,06:05,2013,walla walla,walla walla county
id,fireball,4,4 seconds,43.4919444,-116.41916670000002,10,30,06:50,2013,kuna,ada county
nj,light,10800,1-3 hours,41.0816667,-74.5927778,10,30,19:00,2013,ogdensburg,sussex county
pa,light,3600,1 hour,41.4088889,-75.66277779999999,10,30,19:00,2013,scranton,lackawanna county
ar,light,900,15 minutes,35.8422222,-90.7041667,10,30,19:25,2013,jonesboro,craighead county
ms,sphere,540,9 minutes,30.3672222,-89.0927778,10,30,19:30,2013,gulfport,harrison county
va,unknown,60,1 minute,37.6086111,-77.37361109999999,10,30,19:30,2013,mechanicsville,hanover county
nc,triangle,25,25 seconds,35.9216667,-81.1766667,10,30,20:58,2013,taylorsville,alexander county
fl,light,1260,21:00,28.5491667,-81.77305559999999,10,30,21:00,2013,clermont,lake county
ca,disk,120,1-2 minutes,37.4419444,-122.14194440000001,10,30,21:20,2013,palo alto,santa clara county
ca,flash,60,~1 minute,37.6391667,-120.99583329999999,10,30,21:30,2013,modesto,stanislaus county
pa,formation,900,10-15 minutes,40.5697222,-79.765,10,30,22:00,2013,new kensington,westmoreland county
nm,light,3600,1 hour,33.1283333,-107.2522222,10,30,22:00,2013,truth or consequences,sierra county
va,light,15,15 seconds,36.8527778,-75.9783333,10,31,01:00,2013,virginia beach,virginia beach city
ca,light,5,5 seconds,32.7152778,-117.1563889,10,31,05:10,2013,san diego,san diego county
fl,flash,3,3 seconds,26.3583333,-80.08333329999999,10,31,05:45,2013,boca raton,palm beach county
fl,circle,1800,30 minutes,29.1869444,-82.14027779999999,10,31,06:28,2013,ocala,marion county
ok,fireball,180,3 minutes,34.6227778,-97.39611109999998,10,31,10:45,2013,elmore city,garvin county
ca,diamond,10,10 seconds,33.8358333,-118.33972220000001,10,31,14:23,2013,torrance,los angeles county
az,other,3,3 seconds,33.2486111,-111.63361110000001,10,31,20:00,2013,queen creek,maricopa county
ca,cigar,8,8 seconds,36.9741667,-122.02972220000001,10,31,20:00,2013,santa cruz,santa cruz county
ca,light,240,4 minutes,34.0522222,-118.2427778,10,31,20:07,2013,los angeles,los angeles county
ak,diamond,180,3 minutes,64.8377778,-147.7163889,10,31,20:30,2013,fairbanks,fairbanks north star
ga,other,30,30 seconds,33.9241667,-84.37861109999999,10,31,20:40,2013,sandy springs,fulton county
ok,chevron,10,10 seconds,35.4419444,-97.4405556,10,31,21:00,2013,del city,oklahoma county
fl,formation,10,hours,28.9886111,-80.9025,10,31,21:00,2013,edgewater,volusia county
oh,unknown,15,10-15 seconds,39.9900000,-84.55333329999999,10,31,21:03,2013,arcanum,darke county
ky,light,5400,90+ minutes,37.7525000,-83.0688889,10,31,21:20,2013,salyersville,magoffin county
wa,light,240,4 minutes,47.4158333,-120.29194440000002,10,31,22:13,2013,east wenatchee,douglas county
ga,triangle,300,5 minutes,33.9608333,-83.3780556,10,3,00:10,2013,athens,clarke county
md,light,25,25 seconds,39.2902778,-76.6125,10,3,01:30,2013,baltimore,baltimore city
vt,light,25,several hours,44.3377778,-72.7566667,10,3,02:00,2013,waterbury,washington county
pa,flash,10,10 seconds,40.2291667,-74.93722220000001,10,3,04:30,2013,newtown,bucks county
ga,circle,900,15 minutes,33.5919444,-84.27,10,3,05:30,2013,rex,clayton county
fl,rectangle,120,2 minutes,26.1416667,-81.795,10,3,15:30,2013,naples,collier county
or,other,1800,30 minutes,45.5236111,-122.675,10,3,19:40,2013,portland,multnomah county
vt,triangle,120,2 minutes,44.1969444,-72.5025,10,3,19:55,2013,barre,washington county
pa,fireball,300,3-5 minutes,40.0083333,-79.0783333,10,3,20:00,2013,somerset,somerset county
va,circle,30,30 seconds,37.7933333,-79.99416670000001,10,3,20:55,2013,covington,covington city
nc,circle,3,3 seconds,36.0988889,-78.3013889,10,3,21:00,2013,louisburg,franklin county
oh,fireball,15,15 seconds,41.4755556,-81.8394444,10,3,21:00,2013,rocky river,cuyahoga county
wa,light,4,2-4 seconds,47.4811111,-118.25333329999998,10,3,21:23,2013,harrington,lincoln county
oh,fireball,30,30 seconds,39.4452778,-83.82861109999999,10,3,22:00,2013,wilmington,clinton county
ar,circle,2,2 seconds,35.4713889,-93.46638890000001,10,3,22:15,2013,clarksville,johnson county
ca,circle,600,10 minutes,38.6947222,-120.8138889,10,3,23:00,2013,diamond springs,el dorado county
pa,fireball,120,2 minutes,39.9522222,-75.1641667,10,3,23:00,2013,philadelphia,philadelphia county
wa,teardrop,3,3 seconds,47.6063889,-122.33083329999998,10,4,00:20,2013,seattle,king county
tx,light,300,5:00,30.3405556,-97.55666670000001,10,4,00:34,2013,manor,travis county
sc,triangle,420,7 minutes,33.9813889,-81.23638890000001,10,4,02:59,2013,lexington,lexington county
az,fireball,420,7:00,33.6305556,-112.3325,10,4,06:45,2013,surprise,maricopa county
ut,circle,1500,25 minutes,40.7608333,-111.89027779999999,10,4,08:04,2013,salt lake city,salt lake county
