state,shape,duration (seconds),duration (hours/min),latitude,longitude,Month,Day,Time,Year,City2,county,Unemployment_rate_2013,Median_Household_Income_2018
nh,cigar,10.0,10 seconds,42.7883333,-71.20138890000001,10,20,08:10,2013,salem,rockingham county,5.4,"93,645"
co,circle,60.0,1 minute,38.8597222,-104.91666670000001,10,20,08:15,2013,manitou springs,el paso county,7.9,"67,923"
fl,unknown,2700.0,45 minutes,26.1416667,-81.795,10,20,14:00,2013,naples,collier county,7.1,"70,649"
pa,light,720.0,12 minutes,40.155,-74.8291667,10,20,18:20,2013,levittown,bucks county,6.6,"88,538"
wa,flash,30.0,30 seconds,47.6588889,-117.425,10,20,18:57,2013,spokane,spokane county,8.2,"59,408"
ny,light,900.0,15 minutes,42.13444439999999,-73.8922222,10,20,19:00,2013,germantown,columbia county,6.0,"64,916"
pa,sphere,3600.0,1 hour,39.9522222,-75.1641667,10,20,19:00,2013,philadelphia,philadelphia county/city,10.3,"46,149"
ri,triangle,300.0,5 minutes,42.0027778,-71.51527779999998,10,20,19:42,2013,woonsocket,providence county,9.8,"56,141"
pa,light,480.0,8 minutes,40.155,-74.8291667,10,20,20:25,2013,levittown,bucks county,6.6,"88,538"
va,triangle,3600.0,1 hour,38.7508333,-77.47555559999998,10,20,21:00,2013,manassas,manassas city,5.4,"79,141"
ca,light,960.0,16 minutes,37.9577778,-121.2897222,10,20,21:40,2013,stockton,san joaquin county,12.3,"63,567"
az,light,420.0,7 minutes,34.7391667,-112.00916670000001,10,21,00:30,2013,cottonwood,yavapai county,7.7,"48,758"
tx,fireball,30.0,30 seconts,29.619444399999995,-95.63472220000001,10,21,06:15,2013,sugar land,fort bend county,5.5,"92,310"
wi,unknown,10.0,10 seconds,43.0388889,-87.90638890000002,10,21,06:36,2013,milwaukee,milwaukee county,8.4,"49,771"
ma,other,300.0,5:00,42.27916670000001,-71.41666670000002,10,21,08:15,2013,framingham,middlesex county,5.5,"100,374"
tx,triangle,60.0,1 minute,29.4238889,-98.4933333,10,21,18:30,2013,san antonio,bexar county,5.8,"54,210"
tx,sphere,5.0,3-5 seconds,29.763055600000005,-95.3630556,10,21,19:00,2013,houston,harris county,6.1,"60,241"
mo,fireball,1800.0,25-30 minutes,38.4313889,-92.8408333,10,21,19:20,2013,versailles,morgan county,9.5,"45,276"
tx,light,20.0,20 seconds,29.78555560000001,-95.8241667,10,21,19:40,2013,katy,fort bend county,5.5,"92,310"
wi,oval,900.0,15 minutes,44.1538889,-87.5691667,10,21,19:45,2013,two rivers,manitowoc county,7.4,"56,466"
ma,fireball,600.0,10 minutes,42.3708333,-71.1833333,10,21,19:50,2013,watertown,middlesex county,5.5,"100,374"
ok,light,240.0,4 minutes,34.1619444,-97.4255556,10,21,20:30,2013,wilson,carter county,5.3,"48,660"
nj,fireball,60.0,1 minute,39.7530556,-74.2233333,10,21,21:00,2013,barnegat,ocean county,9.3,"68,483"
pa,oval,30.0,30 seconds,39.7852778,-75.97916670000002,10,21,21:35,2013,oxford,chester county,5.3,"99,224"
ok,teardrop,900.0,15 minutes,36.31,-96.46388890000001,10,21,22:00,2013,cleveland,pawnee county,6.0,"46,949"
mo,diamond,300.0,5 minutes,38.3697222,-90.3783333,10,21,22:00,2013,imperial,jefferson county,6.8,"65,150"
wi,light,900.0,15 minutes,42.5311111,-88.2480556,10,21,23:00,2013,twin lakes,kenosha county,7.7,"65,013"
nc,other,10.0,10 seconds,34.9883333,-80.3672222,10,2,00:08,2013,marshville,union county,6.6,"80,428"
md,circle,2.0,2 seconds,38.8158333,-76.75,10,2,06:45,2013,upper marlboro,prince george's county,6.9,"82,445"
ca,sphere,900.0,10-15 minutes,37.775,-122.41833329999999,10,2,11:45,2013,san francisco,san francisco county/city,5.5,"110,601"
nv,cigar,600.0,10 minutes,36.175,-115.1363889,10,2,14:15,2013,las vegas,clark county,9.7,"57,155"
wi,cigar,3600.0,60 minutes,42.6827778,-89.01861109999999,10,2,18:00,2013,janesville,rock county,7.7,"57,675"
ca,circle,10.0,:10,33.9319444,-117.9452778,10,2,19:15,2013,la habra,orange county,6.6,"89,373"
ct,disk,15.0,15 seconds,41.53805560000001,-72.8075,10,2,19:50,2013,meriden,new haven county,8.5,"67,720"
oh,fireball,30.0,30 seconds,39.515,-84.3983333,10,2,20:00,2013,middletown,butler county,7.5,"61,053"
wv,light,2.0,2 seconds,39.4561111,-77.9641667,10,2,20:05,2013,martinsburg,berkeley county,5.6,"59,619"
va,circle,20.0,20 seconds,38.8008333,-77.3258333,10,2,20:10,2013,fairfax station,fairfax county,4.4,"122,035"
oh,fireball,180.0,3 minutes,40.7988889,-81.37861109999999,10,2,21:00,2013,canton,stark county,7.6,"52,310"
mi,disk,15.0,15 seconds,42.5369444,-85.6416667,10,2,21:00,2013,martin,allegan county,6.7,"62,247"
me,changing,600.0,10 minutes,44.73111110000001,-68.8269444,10,2,21:55,2013,orrington,penobscot county,6.8,"47,840"
ny,triangle,5.0,5 seconds,42.9730556,-77.8530556,10,2,22:00,2013,caledonia,livingston county,7.0,"61,027"
pa,light,300.0,5 minutes,39.9522222,-75.1641667,10,2,22:00,2013,philadelphia,philadelphia county/city,10.3,"46,149"
nj,rectangle,900.0,15 minutes,39.7913889,-74.19555559999998,10,2,22:00,2013,waretown,ocean county,9.3,"68,483"
md,oval,300.0,5 minutes,39.6416667,-77.72027779999998,10,2,22:45,2013,hagerstown,washington county,7.3,"62,556"
mo,triangle,1800.0,30 minutes,38.8113889,-90.8527778,10,22,01:00,2013,wentzville,st. charles county,5.3,"82,048"
co,circle,60.0,1 minutes,40.1672222,-105.1013889,10,22,05:45,2013,longmont,boulder county,5.5,"83,591"
ny,disk,30.0,30 seconds,42.6525,-73.7566667,10,22,06:00,2013,albany,albany county,6.1,"64,536"
wa,oval,480.0,8 minutes,47.4236111,-120.30916670000002,10,22,07:30,2013,wenatchee,chelan county,7.3,"57,243"
ga,circle,1200.0,20 minutes,31.4716667,-83.6469444,10,22,09:15,2013,ty ty,tift county,8.5,"45,680"
az,other,73800.0,2 1/2 hours,34.61,-112.315,10,22,18:30,2013,prescott valley,yavapai county,7.7,"48,758"
vt,light,40.0,40 seconds,44.6397222,-73.1108333,10,22,18:35,2013,milton,chittenden county,3.4,"74,240"
pa,circle,300.0,5 minutes,40.3477778,-79.8644444,10,22,18:58,2013,mckeesport,allegheny county,6.5,"59,881"
fl,diamond,300.0,hours,25.7738889,-80.1938889,10,22,19:00,2013,miami,miami-dade county,7.4,"52,043"
vt,rectangle,1800.0,30 minutes,42.8508333,-72.5583333,10,22,19:08,2013,brattleboro,windham county,4.7,"54,441"
az,flash,240.0,4 minutes,34.54,-112.4677778,10,22,19:15,2013,prescott,yavapai county,7.7,"48,758"
nh,unknown,5.0,5 seconds,42.9269444,-70.9444444,10,22,19:28,2013,kensington,rockingham county,5.4,"93,645"
nh,circle,5.0,3-5 seconds,43.6852778,-71.1172222,10,22,19:30,2013,ossipee,carroll county,4.9,"59,413"
ut,chevron,10.0,10 seconds,41.73555560000001,-111.8336111,10,22,20:00,2013,logan,cache county,4.0,"60,315"
tn,sphere,12.0,12 seconds,36.0152778,-83.415,10,22,20:15,2013,dandridge,jefferson county,9.1,"49,611"
id,light,1800.0,30 minutes,44.2511111,-116.96833329999998,10,22,20:22,2013,weiser,washington county,7.4,"43,402"
ut,unknown,7.0,7 seconds,37.6775,-113.0611111,10,22,20:55,2013,cedar city,iron county,5.5,"51,393"
ca,unknown,60.0,<1 minute,38.8966667,-121.07583329999999,10,22,21:00,2013,auburn,placer county,7.7,"89,175"
wa,oval,240.0,3-4 minutes,47.841111100000006,-120.01527779999999,10,22,21:00,2013,chelan,chelan county,7.3,"57,243"
ca,formation,2100.0,35 minutes,37.97361110000001,-122.53,10,22,21:39,2013,san rafael,marin county,5.2,"122,933"
tx,sphere,180.0,3 minutes,32.735555600000005,-97.1077778,10,22,21:51,2013,arlington,tarrant county,6.0,"66,059"
hi,oval,480.0,8 minutes,21.4180556,-157.8036111,10,22,22:15,2013,kaneohe,honolulu county/city,4.5,"83,695"
pa,oval,300.0,5 minutes,40.42111110000001,-79.7883333,10,22,22:30,2013,monroeville,allegheny county,6.5,"59,881"
wa,circle,600.0,10 minutes,47.65416670000001,-118.1488889,10,22,23:30,2013,davenport,lincoln county,6.8,"53,326"
nj,triangle,90.0,90 seconds,40.3152778,-74.2466667,10,23,05:28,2013,marlboro,monmouth county,7.5,"99,223"
nh,triangle,300.0,5 minutes,42.8352778,-71.64944440000002,10,23,05:45,2013,milford,hillsborough county,5.4,"78,714"
pa,light,30.0,30 seconds,39.9522222,-75.1641667,10,23,07:10,2013,philadelphia,philadelphia county/city,10.3,"46,149"
ma,chevron,300.0,5 minutes,42.6986111,-71.1355556,10,23,07:15,2013,north andover,essex county,7.0,"76,373"
fl,sphere,8.0,00:08,27.0994444,-82.4544444,10,23,17:53,2013,venice,sarasota county,7.0,"61,652"
ak,light,180.0,2-3 minutes,61.2180556,-149.90027780000003,10,23,18:00,2013,anchorage,anchorage borough/municipality,5.2,"82,113"
il,other,12.0,12 seconds,41.6027778,-87.7438889,10,23,18:00,2013,oak forest,cook county,9.6,"63,347"
wa,light,3600.0,1 hour,48.7597222,-122.48694440000001,10,23,18:05,2013,bellingham,whatcom county,7.4,"62,262"
nh,fireball,240.0,3-4 minutes,43.0238889,-70.9141667,10,23,18:30,2013,stratham,rockingham county,5.4,"93,645"
co,other,5.0,5 seconds,38.8338889,-104.8208333,10,23,19:15,2013,colorado springs,el paso county,7.9,"67,923"
ok,disk,2.5,2.5 seconds,35.4975,-97.26861109999999,10,23,19:28,2013,choctaw,oklahoma county,4.8,"52,346"
ok,disk,3.0,2-3 seconds,35.4975,-97.26861109999999,10,23,19:28,2013,choctaw,oklahoma county,4.8,"52,346"
va,circle,2700.0,45 minutes,37.2438889,-77.4105556,10,23,19:30,2013,colonial heights,colonial heights city,6.5,"56,800"
ks,sphere,1800.0,30 minutes,38.7691667,-94.65611109999999,10,23,19:30,2013,stilwell,johnson county,4.3,"87,087"
ca,light,1200.0,20 minutes,41.52916670000001,-120.17222220000001,10,23,19:45,2013,cedarville,modoc county,12.3,"45,227"
ak,circle,900.0,15 minutes,61.2180556,-149.90027780000003,10,23,20:00,2013,anchorage,anchorage borough/municipality,5.2,"82,113"
wa,light,7200.0,2+ hours,46.325,-122.73527779999999,10,23,20:00,2013,toutle,cowlitz county,9.8,"58,624"
ma,triangle,60.0,1 minute,42.2833333,-71.35,10,23,20:45,2013,natick,middlesex county,5.5,"100,374"
wa,light,3600.0,1 hour,47.6447222,-122.6936111,10,23,20:58,2013,silverdale,kitsap county,7.2,"76,530"
or,light,1200.0,20 minutes,42.9730556,-120.7763889,10,23,21:00,2013,summer lake,lake county,11.4,"44,847"
wy,light,7.0,7 seconds,42.5522222,-106.71583329999999,10,23,21:15,2013,alcova,natrona county,4.5,"64,714"
az,formation,1200.0,15-20 minutes,34.7391667,-112.00916670000001,10,23,21:30,2013,cottonwood,yavapai county,7.7,"48,758"
nc,unknown,600.0,10 minutes,35.5463889,-77.0525,10,23,21:30,2013,washington,beaufort county,9.5,"46,411"
va,light,45.0,45 seconds,38.8047222,-77.04722220000002,10,23,22:10,2013,alexandria,alexandria city,4.1,"99,425"
tn,light,240.0,3-4 minutes,36.1961111,-86.6225,10,23,22:30,2013,hermitage,davidson county,5.9,"60,799"
az,other,180.0,2-3 minutes,33.5091667,-111.89833329999999,10,23,23:38,2013,scottsdale,maricopa county,6.6,"65,234"
ca,fireball,3600.0,1 hour,34.1477778,-118.1436111,10,24,04:45,2013,pasadena,los angeles county,9.8,"67,986"
nj,sphere,3.0,3 seconds,39.7733333,-75.0066667,10,24,07:00,2013,erial,camden county,9.4,"67,135"
md,diamond,20.0,20 seconds,39.2402778,-76.83972220000003,10,24,07:10,2013,columbia,howard county,4.8,"116,719"
va,circle,2.0,2 seconds,37.55361110000001,-77.46055559999998,10,24,07:19,2013,richmond,richmond city,6.8,"48,747"
nj,light,3.0,3 seconds,40.7966667,-74.4819444,10,24,07:30,2013,morristown,morris county,6.2,"112,396"
tx,circle,2.0,a few seconds,32.783333299999995,-96.8,10,24,09:30,2013,dallas,dallas county,6.6,"59,838"
va,cigar,300.0,5 minutes,38.6580556,-77.25,10,24,12:00,2013,woodbridge,prince william county,5.2,"106,200"
ga,circle,120.0,2 minutes,33.173055600000005,-84.915,10,24,13:55,2013,hogansville,troup county,8.6,"45,234"
wa,light,18000.0,>5 hours,48.7597222,-122.48694440000001,10,24,16:00,2013,bellingham,whatcom county,7.4,"62,262"
va,light,60.0,1 minute,38.3311111,-77.0513889,10,24,16:45,2013,dahlgren,king george county,5.8,"86,619"
md,fireball,5.0,3-5 seconds,39.03194439999999,-76.5030556,10,24,18:30,2013,arnold,anne arundel county,5.7,"97,051"
ca,light,3600.0,45-60 minutes,41.52916670000001,-120.17222220000001,10,24,19:15,2013,cedarville,modoc county,12.3,"45,227"
mo,triangle,60.0,1 minute,38.6272222,-90.1977778,10,24,19:30,2013,st. louis,st. louis city,8.4,"43,263"
tn,light,30.0,30 seconds,35.2305556,-89.74027779999999,10,24,19:40,2013,lakeland,shelby county,8.8,"47,924"
or,light,2700.0,45 minutes,43.8138889,-120.6022222,10,24,19:45,2013,brothers,deschutes county,9.5,"67,372"
md,light,60.0,1 minute,38.9569444,-76.55027779999998,10,24,19:45,2013,edgewater,anne arundel county,5.7,"97,051"
tx,circle,600.0,10 minutes,32.9125,-96.63861109999999,10,24,20:00,2013,garland,dallas county,6.6,"59,838"
ny,triangle,3600.0,1 hour,40.77638889999999,-73.4677778,10,24,20:00,2013,plainview,nassau county,5.9,"115,301"
or,other,300.0,5 minutes,44.0522222,-123.08555559999999,10,24,20:15,2013,eugene,lane county,8.0,"53,161"
sd,light,15.0,10-15 seconds,43.7094444,-98.0294444,10,24,20:15,2013,mitchell,davison county,3.1,"51,724"
mo,triangle,120.0,minutes,38.8105556,-90.69972220000001,10,24,20:35,2013,o'fallon,st. charles county,5.3,"82,048"
pa,other,360.0,6 minutes,41.2458333,-75.8816667,10,24,20:50,2013,wilkes-barre,luzerne county,9.4,"53,469"
ok,oval,900.0,15 minutes,36.0525,-95.7905556,10,24,21:00,2013,broken arrow,tulsa county,5.1,"55,796"
az,disk,20.0,10-20 seconds,33.3061111,-111.84055559999999,10,24,21:00,2013,chandler,maricopa county,6.6,"65,234"
ca,formation,9.0,9 seconds,34.8641667,-118.1625,10,24,21:00,2013,rosamond,kern county,11.7,"51,586"
pa,fireball,300.0,5 minutes,41.0036111,-80.3472222,10,24,21:38,2013,new castle,lawrence county,7.5,"48,418"
tx,cylinder,240.0,4 minutes,32.813888899999995,-96.9486111,10,24,22:30,2013,irving,dallas county,6.6,"59,838"
mn,light,900.0,15 minutes,45.8322222,-93.42611109999999,10,24,22:30,2013,ogilvie,kanabec county,8.1,"56,950"
ia,triangle,60.0,1 minutes,42.4927778,-92.3427778,10,24,22:40,2013,waterloo,black hawk county,5.1,"52,320"
tx,triangle,5.0,5 seconds,32.56305560000001,-97.14138890000001,10,24,22:45,2013,mansfield,tarrant county,6.0,"66,059"
oh,triangle,900.0,15 minutes,41.6638889,-83.5552778,10,24,23:00,2013,toledo,lucas county,8.7,"47,865"
ms,circle,10.0,10 seconds,32.273055600000006,-89.9858333,10,24,23:30,2013,brandon,rankin county,5.2,"66,296"
pa,light,120.0,2 minutes,40.8611111,-79.8955556,10,25,00:00,2013,butler,butler county,6.2,"67,161"
ca,circle,60.0,~1 minute,34.0736111,-118.39944440000001,10,25,02:15,2013,beverly hills,los angeles county,9.8,"67,986"
ut,sphere,180.0,3 minutes,40.7608333,-111.89027779999999,10,25,06:17,2013,salt lake city,salt lake county,4.4,"73,619"
co,unknown,2700.0,45+ minutes,40.7038889,-105.00805559999999,10,25,08:15,2013,wellington,larimer county,5.8,"71,306"
md,other,1800.0,30+ minutes,39.6066667,-75.83361109999998,10,25,10:00,2013,elkton,cecil county,7.7,"72,739"
wi,circle,120.0,2 minutes,43.0388889,-87.90638890000002,10,25,19:00,2013,milwaukee,milwaukee county,8.4,"49,771"
mi,oval,600.0,10 minutes,43.06305560000001,-83.8511111,10,25,19:30,2013,flushing,genesee county,9.7,"48,370"
md,formation,600.0,10 minutes,39.2902778,-76.6125,10,25,20:00,2013,baltimore,baltimore city,9.7,"50,501"
ia,triangle,10.0,8-10 seconds,41.60055560000001,-93.60888890000001,10,25,20:00,2013,des moines,polk county,4.8,"68,479"
il,unknown,2400.0,30-40 minutes,41.3572222,-88.42111109999998,10,25,20:00,2013,morris,grundy county,11.6,"79,348"
tx,fireball,180.0,3 minutes,29.78555560000001,-95.8241667,10,25,20:15,2013,katy,fort bend county,5.5,"92,310"
pa,disk,420.0,7 minutes,40.4405556,-79.9961111,10,25,20:15,2013,pittsburgh,allegheny county,6.5,"59,881"
md,circle,120.0,2 minutes,39.2672222,-76.79861109999999,10,25,20:27,2013,ellicott city,howard county,4.8,"116,719"
nc,light,900.0,10-15 minutes,35.4277778,-82.205,10,25,20:30,2013,lake lure,rutherford county,11.2,"42,831"
id,disk,27.0,.45 minutes,43.5408333,-116.5625,10,25,20:30,2013,nampa,canyon county,7.5,"53,381"
id,disk,900.0,15 minutes,43.6122222,-116.39055559999998,10,25,21:00,2013,meridian,ada county,5.2,"66,827"
fl,rectangle,60.0,~1 minute,27.336111100000004,-82.5308333,10,25,21:00,2013,sarasota,sarasota county,7.0,"61,652"
oh,fireball,600.0,10 minutes,39.6283333,-84.1594444,10,25,21:40,2013,centerville,montgomery county,8.3,"51,071"
ca,flash,120.0,2 minutes,33.9488889,-118.4447222,10,25,22:00,2013,playa del rey,los angeles county,9.8,"67,986"
ga,triangle,1800.0,30 minutes,33.83888889999999,-83.9008333,10,25,22:15,2013,loganville,walton county,7.8,"65,416"
ia,circle,420.0,7 minutes,41.6116667,-93.885,10,25,22:15,2013,waukee,dallas county,3.6,"87,267"
nj,cross,30.0,30 seconds,39.9266667,-74.0775,10,25,22:30,2013,seaside park,ocean county,9.3,"68,483"
oh,circle,600.0,10 minutes,39.1752778,-84.2944444,10,25,23:55,2013,milford,clermont county,7.4,"65,280"
ca,rectangle,15.0,15 second,34.0522222,-118.2427778,10,26,02:00,2013,los angeles,los angeles county,9.8,"67,986"
fl,light,30.0,30 seconds,30.3863889,-84.7980556,10,26,03:00,2013,hosford,liberty county,6.7,"40,814"
hi,flash,3600.0,1 hour,21.3069444,-157.8583333,10,26,05:00,2013,honolulu,honolulu county/city,4.5,"83,695"
ma,light,180.0,3 minutes,42.7261111,-71.1913889,10,26,06:20,2013,methuen,essex county,7.0,"76,373"
co,formation,240.0,4 minutes,39.9852778,-104.82,10,26,07:00,2013,brighton,adams county,8.1,"70,199"
co,triangle,150.0,2.5 minutes,40.1672222,-105.1013889,10,26,07:55,2013,longmont,boulder county,5.5,"83,591"
wa,rectangle,60.0,1 minute,47.6588889,-117.425,10,26,17:30,2013,spokane,spokane county,8.2,"59,408"
az,fireball,600.0,10 minute,33.538611100000004,-112.1852778,10,26,18:00,2013,glendale,maricopa county,6.6,"65,234"
ca,other,300.0,5 minute,34.1577778,-118.6375,10,26,18:50,2013,calabasas,los angeles county,9.8,"67,986"
ga,light,300.0,5 minutes,33.9608333,-83.3780556,10,26,19:00,2013,athens,clarke county,7.8,"42,112"
md,triangle,180.0,3 minutes,39.3141667,-77.6280556,10,26,19:00,2013,brunswick,frederick county,5.7,"95,196"
sc,fireball,180.0,2-3 minutes,34.1658333,-81.35,10,26,19:00,2013,chapin,lexington county,5.8,"60,627"
wi,light,600.0,10 minutes,42.5847222,-87.8211111,10,26,19:00,2013,kenosha,kenosha county,7.7,"65,013"
fl,circle,60.0,1 minute,28.0183333,-82.1130556,10,26,19:30,2013,plant city,hillsborough county,6.6,"58,361"
mo,light,180.0,3 minutes,38.2322222,-90.56277779999999,10,26,19:45,2013,hillsboro,jefferson county,6.8,"65,150"
wi,rectangle,300.0,5 minutes,42.8352778,-89.0675,10,26,19:55,2013,edgerton,rock county,7.7,"57,675"
tn,flash,180.0,3 minutes,36.3230556,-86.7133333,10,26,19:55,2013,goodlettsville,davidson county,5.9,"60,799"
mn,triangle,120.0,2 minutes,44.77916670000001,-93.3361111,10,26,20:15,2013,savage,scott county,4.4,"101,427"
ar,circle,30.0,30 seconds,36.47361110000001,-93.7672222,10,26,21:00,2013,beaver,carroll county,6.0,"45,023"
fl,fireball,120.0,2 minutes,26.5625,-81.94972220000002,10,26,21:36,2013,cape coral,lee county,7.3,"56,343"
fl,fireball,600.0,10 minutes,30.43805560000001,-84.2808333,10,26,21:45,2013,tallahassee,leon county,6.1,"51,046"
fl,disk,15.0,15 seconds,26.615555600000004,-80.05722220000001,10,26,22:00,2013,lake worth,palm beach county,7.1,"61,735"
fl,formation,120.0,2 minutes,28.0338889,-82.6652778,10,26,22:08,2013,oldsmar,pinellas county,6.6,"52,226"
fl,triangle,600.0,5-10 minutes,25.7902778,-80.13027779999999,10,26,23:00,2013,miami beach,miami-dade county,7.4,"52,043"
ok,fireball,600.0,8-10 minutes,35.3841667,-97.7241667,10,26,23:00,2013,mustang,canadian county,4.1,"70,942"
tx,light,480.0,8 minutes,32.9125,-96.63861109999999,10,27,00:50,2013,garland,dallas county,6.6,"59,838"
ma,formation,1320.0,22 minutes,41.6561111,-70.41666670000002,10,27,07:05,2013,marstons mills,barnstable county,8.4,"69,001"
mn,light,900.0,hours,46.8738889,-96.7672222,10,27,19:00,2013,moorhead,clay county,4.3,"65,914"
oh,diamond,120.0,2 minutes,41.4527778,-82.1825,10,27,19:30,2013,lorain,lorain county,7.3,"59,265"
mn,sphere,60.0,1 minute,44.9444444,-93.0930556,10,27,19:59,2013,st. paul,ramsey county,4.9,"62,937"
ar,flash,1500.0,25 minutes,36.0625,-94.1572222,10,27,20:00,2013,fayetteville,washington county,5.4,"50,893"
oh,teardrop,90.0,1.5 minutes,39.1619444,-84.4569444,10,27,20:30,2013,cincinnati,hamilton county,7.3,"57,300"
nc,cross,1200.0,20 minutes,36.0997222,-80.2444444,10,27,20:30,2013,winston-salem,forsyth county,7.5,"50,112"
ky,triangle,60.0,30-60 seconds,37.9886111,-84.4777778,10,27,21:00,2013,lexington,fayette county,5.8,"55,358"
ca,light,240.0,4 minutes,34.1477778,-118.1436111,10,27,21:45,2013,pasadena,los angeles county,9.8,"67,986"
fl,fireball,420.0,07:00,26.7052778,-80.0366667,10,27,21:50,2013,west palm beach,palm beach county,7.1,"61,735"
pa,fireball,120.0,1-2 minutes,40.4405556,-79.9961111,10,27,22:15,2013,pittsburgh,allegheny county,6.5,"59,881"
ok,sphere,600.0,10 minutes,36.11555560000001,-97.0580556,10,28,00:06,2013,stillwater,payne county,4.4,"47,748"
ia,light,3600.0,1 hour,42.2675,-94.73361109999999,10,28,04:00,2013,lake city,calhoun county,5.2,"54,865"
nc,disk,3.0,3 seconds,36.1752778,-80.1533333,10,28,10:38,2013,walkertown,forsyth county,7.5,"50,112"
